Year,Department,Salary_Cost,Equipment_Cost,Maintenance_Cost,Utilities_Cost,Miscellaneous_Cost,Total_Cost
2019,Electrical,631817,428731,87344,93535,38730,1280157
2023,Mechanical,815888,488673,148737,59325,44057,1556680
2023,Electrical,682641,445647,142546,79446,33557,1383837
2020,Electrical,815155,329737,90327,83439,59114,1377772
2019,Computer Science,807382,397361,128659,51630,43211,1428243
2021,Mechanical,615457,274406,125797,83128,77154,1175942
2020,Civil,642311,477894,107608,64713,48580,1341106
2019,Electrical,751958,262873,108285,60584,48334,1232034
2023,Computer Science,723573,375812,128634,53901,39802,1321722
2019,Computer Science,898325,332048,120289,99949,52321,1502932
2019,Civil,764334,475535,98007,97558,65931,1501365
2019,Computer Science,863272,273461,105257,66450,67231,1375671
2021,Electrical,679522,401782,109784,77610,34007,1302705
2019,Computer Science,763394,466560,118588,72061,34675,1455278
2021,Mechanical,648929,263448,124221,65314,44058,1145970
2023,Mechanical,681696,265198,101378,52090,79001,1179363
2021,Electrical,871952,323158,84696,76852,67519,1424177
2023,Mechanical,695148,487456,114635,72454,36219,1405912
2023,Civil,883869,449010,138543,61707,45445,1578574
2021,Computer Science,820026,431871,99207,81567,38418,1471089
2020,Electrical,683576,482932,107524,83823,53914,1411769
2022,Civil,620557,475075,108554,82007,59630,1345823
2019,Computer Science,621825,416033,91817,89024,70503,1289202
2022,Civil,871142,424079,135258,64141,71551,1566171
2019,Electrical,636080,315470,142582,62746,58695,1215573
2019,Electrical,858815,433328,80168,53347,60434,1486092
2023,Civil,788869,270739,122981,59361,44456,1286406
2019,Computer Science,746874,334054,145199,96436,60185,1382748
2019,Mechanical,642407,308186,144948,54101,54156,1203798
2021,Mechanical,720283,276547,137782,90275,75908,1300795
2022,Civil,613338,344472,141599,98095,73631,1271135
2021,Electrical,676289,335823,96291,91453,77993,1277849
2019,Computer Science,749967,499373,133833,85947,32078,1501198
2023,Computer Science,778982,356887,112992,82668,60350,1391879
2021,Electrical,709367,432503,119350,94803,74910,1430933
2021,Mechanical,717486,406548,81573,79610,42073,1327290
2020,Computer Science,814209,459483,88577,67747,53778,1483794
2019,Civil,856055,260686,88712,65009,53397,1323859
2023,Mechanical,736421,398608,109948,73651,33321,1351949
2021,Civil,753535,284062,85217,94358,42337,1259509
2021,Mechanical,674935,298216,140178,51056,77829,1242214
2023,Electrical,789864,406113,106409,82910,36011,1421307
2019,Civil,875830,281653,129040,61507,69855,1417885
2020,Civil,663528,271673,147035,71215,39996,1193447
2021,Electrical,699811,391439,89669,77349,64498,1322766
2020,Civil,884931,269629,138247,80375,76845,1450027
2022,Mechanical,788499,370756,138975,60076,50046,1408352
2019,Computer Science,860141,361641,108562,95005,51494,1476843
2022,Computer Science,704887,469708,101629,85249,36618,1398091
2022,Electrical,661086,453262,141463,60082,36899,1352792
2022,Mechanical,855494,275063,126007,90664,61322,1408550
2019,Civil,663308,269322,98128,69509,63797,1164064
2019,Civil,877941,465618,82039,57050,45128,1527776
2023,Computer Science,867446,496709,83857,88779,63179,1599970
2020,Civil,638059,262693,139019,98098,31981,1169850
2020,Computer Science,731980,390313,92735,61414,72307,1348749
2023,Electrical,791324,410850,114511,86918,64073,1467676
2023,Civil,743949,352379,126051,65876,42478,1330733
2022,Mechanical,876383,262651,132693,57004,76014,1404745
2023,Civil,627313,407038,149152,59198,56429,1299130
2021,Computer Science,642103,259275,109756,77766,67363,1156263
2020,Electrical,779480,295606,83894,83988,79967,1322935
2023,Computer Science,688771,251658,123232,87429,41697,1192787
2021,Civil,726228,475571,133214,87634,45422,1468069
2021,Computer Science,691665,322468,149817,51797,72436,1288183
2021,Computer Science,872678,395320,143862,88742,68380,1568982
2021,Electrical,879333,405509,110036,63165,60341,1518384
2022,Mechanical,686067,420799,98584,69255,32037,1306742
2021,Civil,873111,399273,112308,89773,39522,1513987
2022,Electrical,813063,291150,108333,54612,51259,1318417
2022,Mechanical,870804,496220,115949,75280,41998,1600251
2021,Computer Science,729909,470963,119288,92633,37086,1449879
2020,Mechanical,740688,264999,125267,81528,31149,1243631
2021,Computer Science,675976,256376,112175,94659,52792,1191978
2021,Computer Science,833208,301673,88915,60283,46390,1330469
2021,Electrical,779810,253476,139722,54953,64204,1292165
2020,Computer Science,875251,498465,145298,70698,66018,1655730
2019,Electrical,792476,319902,93805,89819,58115,1354117
2019,Mechanical,694182,495582,120517,95313,54047,1459641
2022,Mechanical,843153,341269,134716,72016,47078,1438232
2022,Computer Science,878098,459066,82871,63248,51471,1534754
2020,Electrical,879087,443950,117375,67276,44263,1551951
2023,Computer Science,640725,348331,125741,81008,34843,1230648
2019,Electrical,610110,401687,103148,82213,42433,1239591
2022,Electrical,878606,261164,85834,67355,41559,1334518
2019,Electrical,785153,289316,122680,66486,34952,1298587
2020,Mechanical,666567,449632,83399,65139,70610,1335347
2020,Electrical,782296,410631,144091,98276,62793,1498087
2023,Mechanical,713394,312968,101762,71529,50931,1250584
2023,Electrical,748940,447872,131009,86014,32153,1445988
2020,Mechanical,622222,390119,131548,70096,58911,1272896
2022,Civil,679794,426057,108340,80117,38019,1332327
2019,Mechanical,663924,453195,141365,96733,49873,1405090
2021,Mechanical,699854,387649,139790,53417,71291,1352001
2023,Computer Science,860038,464243,147797,56445,61631,1590154
2021,Electrical,843815,492172,91809,55417,67929,1551142
2022,Civil,833127,384942,97696,65494,47028,1428287
2023,Computer Science,741295,284094,131457,96134,64620,1317600
2021,Electrical,779238,305329,101891,63302,70491,1320251
2022,Civil,639369,390289,139151,86427,78474,1333710
2019,Civil,874805,496121,143008,90274,40623,1644831
2022,Civil,746663,333138,132488,82098,49968,1344355
2023,Electrical,786307,316141,136632,78803,33809,1351692
2020,Civil,870114,403415,146533,79164,64079,1563305
2019,Civil,647922,378307,137942,88441,57371,1309983
2021,Computer Science,892899,431894,89275,84925,73966,1572959
2023,Mechanical,720926,394075,99965,99733,69006,1383705
2020,Electrical,619416,489865,115854,83563,61739,1370437
2022,Mechanical,613672,440610,95973,61389,37788,1249432
2020,Computer Science,728145,413161,106878,94327,36977,1379488
2023,Mechanical,778068,434667,97105,63490,69177,1442507
2023,Civil,600064,333197,144746,56044,64838,1198889
2020,Civil,668835,332318,119935,91769,32656,1245513
2022,Electrical,801457,411101,112784,77509,34134,1436985
2020,Electrical,847795,329023,111601,77844,59431,1425694
2023,Electrical,716916,432396,119865,71604,33484,1374265
2023,Computer Science,795346,301962,98616,77560,79565,1353049
2021,Electrical,873010,363037,91654,50572,73622,1451895
2021,Computer Science,603889,420114,97830,51206,77312,1250351
2019,Civil,718194,337601,96205,99051,75077,1326128
2023,Mechanical,724714,457452,122425,63096,68916,1436603
2021,Civil,631335,334859,115851,79550,57274,1218869
2020,Civil,650547,340933,86952,85228,50693,1214353
2022,Civil,757234,295957,127405,70389,68559,1319544
2020,Electrical,820521,332864,85391,87693,47303,1373772
2022,Electrical,755759,376358,142468,68997,49594,1393176
2021,Electrical,873139,293739,95091,84483,49103,1395555
2019,Mechanical,602631,288733,110237,97207,41858,1140666
2020,Electrical,737039,295389,138353,71629,45002,1287412
2020,Computer Science,664471,410787,120682,84337,34895,1315172
2020,Civil,899260,420188,129634,67060,73324,1589466
2022,Mechanical,733014,306922,106968,96000,79944,1322848
2021,Mechanical,647664,437323,134833,92793,55151,1367764
2020,Mechanical,759141,442866,120205,64605,39919,1426736
2020,Mechanical,687342,267580,122541,85281,74187,1236931
2019,Mechanical,614407,365900,108285,91760,51927,1232279
2019,Computer Science,713926,381895,132513,59333,58147,1345814
2021,Civil,813053,473080,95430,98993,42378,1522934
2021,Mechanical,617878,257084,89033,79787,66493,1110275
2023,Civil,683100,327991,99918,63923,51545,1226477
2019,Electrical,823059,391679,98256,84799,74326,1472119
2023,Mechanical,643168,332455,128522,92070,43057,1239272
2022,Mechanical,850396,362540,144353,54329,31360,1442978
2023,Civil,850481,466002,111188,55322,32048,1515041
2020,Mechanical,628004,364540,135134,83823,69020,1280521
2023,Mechanical,882615,457427,132657,81076,73935,1627710
2021,Mechanical,691820,393041,116088,89875,52482,1343306
2022,Computer Science,791239,444131,94979,88438,55663,1474450
2020,Computer Science,702229,267333,148264,95149,62973,1275948
2023,Mechanical,614568,458308,130106,63833,74446,1341261
2022,Computer Science,609466,377182,81595,68134,45185,1181562
2022,Electrical,822129,478400,112624,57575,49699,1520427
2020,Mechanical,657324,479919,147824,61363,71582,1418012
2023,Electrical,746539,286668,120431,72771,48061,1274470
2022,Civil,675955,261945,97127,78729,41479,1155235
2022,Electrical,747748,352528,97878,85780,73972,1357906
2019,Civil,694791,296526,140690,69812,76607,1278426
2022,Mechanical,762586,297717,136360,94522,74597,1365782
2019,Civil,622650,440498,80207,72847,40892,1257094
2023,Civil,677701,482242,81083,55138,53931,1350095
2023,Electrical,872827,465238,131564,74932,64639,1609200
2023,Electrical,829164,497596,83311,71639,54654,1536364
2021,Electrical,680978,487644,103135,98966,52942,1423665
2023,Mechanical,604860,340480,137109,87159,36934,1206542
2022,Mechanical,734801,469968,141354,95580,59733,1501436
2020,Electrical,631351,459421,143647,96180,49612,1380211
2019,Mechanical,755418,496108,139301,90090,65103,1546020
2021,Mechanical,721449,385673,142233,92577,61855,1403787
2023,Civil,676700,262930,126212,76199,64493,1206534
2023,Civil,835486,254333,137776,87992,39306,1354893
2020,Electrical,869099,452007,131588,76241,68753,1597688
2020,Mechanical,857571,370384,111716,57951,69984,1467606
2021,Civil,792408,267839,101777,63837,46544,1272405
2019,Computer Science,883806,301337,129285,94159,31425,1440012
2023,Mechanical,606408,421276,108788,62688,31733,1230893
2021,Computer Science,771475,270195,84019,59787,75375,1260851
2022,Electrical,863369,408920,126873,84757,40603,1524522
2022,Mechanical,746444,339229,89895,75104,42152,1292824
2021,Electrical,857320,363251,129013,52604,45801,1447989
2023,Electrical,617279,362265,139570,81269,48906,1249289
2021,Electrical,710401,421926,127672,50063,59437,1369499
2023,Electrical,826801,351986,86121,62152,46985,1374045
2020,Electrical,847380,300998,147863,69196,56935,1422372
2021,Mechanical,769259,448462,98930,93781,72515,1482947
2023,Computer Science,847145,281558,129987,86795,51068,1396553
2021,Mechanical,759547,252985,115502,64959,43531,1236524
2021,Mechanical,644552,311794,111688,82869,76753,1227656
2023,Mechanical,799041,293585,87304,81280,64288,1325498
2023,Civil,807606,465886,84049,77924,65158,1500623
2019,Civil,830677,290264,94947,94258,55481,1365627
2021,Mechanical,861869,414398,89495,77467,56226,1499455
2022,Computer Science,805558,334816,104707,66056,31117,1342254
2021,Mechanical,674474,440333,141920,53135,62661,1372523
2021,Electrical,887312,284022,124544,67564,70068,1433510
2023,Civil,632099,396739,110706,88277,72484,1300305
2021,Civil,802252,268065,113993,77462,42459,1304231
2021,Mechanical,840454,364382,94987,52728,51105,1403656
2022,Mechanical,654240,378145,99089,57631,68909,1258014
2023,Computer Science,860746,337191,145997,60884,49464,1454282
2021,Computer Science,852051,391078,89993,74974,62554,1470650
2020,Electrical,701611,321819,91465,99556,70707,1285158
2019,Mechanical,658046,357158,112640,85641,34777,1248262
2022,Mechanical,850468,426148,92366,98259,41432,1508673
2021,Mechanical,616488,449933,109895,86036,44271,1306623
2020,Civil,789913,477391,81785,69078,33801,1451968
2021,Electrical,783741,431465,86242,60274,37057,1398779
2021,Computer Science,741917,253143,104529,68851,56511,1224951
2023,Civil,767131,482413,144399,98526,37510,1529979
2023,Civil,618394,307505,86356,53959,38099,1104313
2023,Civil,776978,393489,103229,73224,45193,1392113
2020,Civil,659332,412372,98220,63894,50011,1283829
2021,Electrical,768377,473134,105651,76965,78900,1503027
2019,Mechanical,642628,278896,141850,87616,50764,1201754
2022,Computer Science,883496,497541,114261,80558,34450,1610306
2023,Computer Science,651993,484051,138479,93945,44549,1413017
2023,Civil,770458,300629,130700,65690,36960,1304437
2021,Civil,608539,408678,122380,83447,46583,1269627
2021,Electrical,732335,289916,107011,67131,36996,1233389
2020,Civil,840310,311330,128603,77429,48567,1406239
2020,Computer Science,806873,257551,98447,67705,44201,1274777
2023,Computer Science,656132,495866,144583,98710,35043,1430334
2021,Mechanical,705494,350972,143056,72246,50420,1322188
2019,Mechanical,825997,369623,92017,95110,70602,1453349
2022,Computer Science,663797,437494,117880,54789,72324,1346284
2021,Computer Science,651798,496924,81355,50533,64620,1345230
2021,Electrical,747722,363216,138936,78776,79031,1407681
2020,Electrical,676421,496917,144608,98302,42629,1458877
2022,Computer Science,869578,317782,127266,68725,58675,1442026
2023,Civil,892172,315391,134554,56694,31662,1430473
2021,Mechanical,666558,354957,138215,55006,44734,1259470
2023,Computer Science,886475,373546,140656,76998,37589,1515264
2021,Civil,667573,375006,134104,87313,73418,1337414
2023,Computer Science,729473,313411,80969,92428,79364,1295645
2022,Mechanical,777398,490509,80254,80087,34655,1462903
2020,Mechanical,866267,323185,90306,87675,38749,1406182
2022,Electrical,878747,496271,145516,74362,40797,1635693
2019,Electrical,642597,487817,148197,54485,61930,1395026
2020,Electrical,794310,381960,98223,51235,36645,1362373
2022,Electrical,822858,488591,147967,93674,41895,1594985
2019,Mechanical,686978,377574,130117,92668,64762,1352099
2021,Civil,879837,438207,81737,98662,77634,1576077
2021,Civil,768769,279424,112476,81983,51432,1294084
2023,Civil,761064,291559,104325,74039,77890,1308877
2020,Computer Science,740594,498782,92326,80416,46858,1458976
2021,Electrical,838078,498290,92911,51145,38233,1518657
2020,Electrical,840140,261075,109080,73804,73611,1357710
2021,Mechanical,743193,403771,102635,97244,62004,1408847
2023,Mechanical,723371,429044,131179,51475,56671,1391740
2022,Computer Science,863761,497824,85213,60047,66760,1573605
2023,Computer Science,643016,259950,137142,62156,58441,1160705
2019,Civil,886420,386485,143545,80421,58233,1555104
2021,Mechanical,830959,289305,107940,77955,67591,1373750
2019,Electrical,786807,253569,128604,72063,66285,1307328
2019,Civil,617959,316778,129119,98444,32268,1194568
2020,Electrical,628522,352633,141604,71799,56220,1250778
2021,Civil,626567,280085,96820,71322,78774,1153568
2019,Electrical,662708,457095,147345,84372,34438,1385958
2022,Computer Science,726206,464917,119314,64932,74269,1449638
2019,Civil,622560,346307,120875,96361,69066,1255169
2022,Electrical,658390,342174,84909,94239,49369,1229081
2020,Electrical,725772,286163,94866,87815,75896,1270512
2019,Mechanical,657805,299592,122789,92964,56603,1229753
2023,Civil,836109,468223,145997,90943,41319,1582591
2020,Electrical,886640,438405,108460,74003,44722,1552230
2022,Mechanical,814373,367431,128500,72501,67757,1450562
2020,Electrical,691257,258039,148769,81092,36028,1215185
2019,Civil,603515,389270,92128,64983,76394,1226290
2021,Computer Science,604454,415426,85202,79768,75093,1259943
2021,Civil,837145,496585,145327,84604,55940,1619601
2022,Civil,622873,253824,127965,72288,61448,1138398
2022,Electrical,875871,300420,111238,96760,38422,1422711
2021,Electrical,728376,339535,129240,56476,73441,1327068
2022,Civil,669070,253436,148837,98837,50688,1220868
2020,Mechanical,724564,343550,134289,82602,76280,1361285
2023,Mechanical,828497,421929,112544,92084,44472,1499526
2023,Mechanical,717213,266057,140064,59962,44900,1228196
2020,Electrical,781051,251310,102413,78439,65671,1278884
2023,Electrical,625465,376913,128899,53400,37763,1222440
2019,Civil,784972,456427,149969,74440,40960,1506768
2020,Computer Science,659799,494841,113033,96697,41084,1405454
2022,Electrical,696129,460065,81378,74610,73043,1385225
2020,Civil,739374,316013,86503,79575,32074,1253539
2021,Civil,843761,310022,122774,69728,37825,1384110
2022,Computer Science,842821,389978,139608,79067,64833,1516307
2021,Mechanical,612875,390940,113617,74303,55205,1246940
2022,Civil,627219,268546,84814,95262,65976,1141817
2023,Civil,898326,348812,138335,92740,34674,1512887
2020,Civil,811613,322855,103763,51628,71862,1361721
2019,Mechanical,606457,283149,90000,89532,76905,1146043
2022,Mechanical,633064,363591,83274,59521,78078,1217528
2022,Computer Science,715256,448453,129868,88513,72013,1454103
2021,Electrical,834659,404756,134232,92519,30122,1496288
2023,Mechanical,809727,279858,94227,75380,51480,1310672
2021,Electrical,760353,295330,97279,78923,39443,1271328
2021,Electrical,858063,489286,144940,84058,34433,1610780
2023,Mechanical,836887,440276,122736,78880,30990,1509769
2019,Civil,834841,342203,89651,68970,35556,1371221
2021,Computer Science,669918,275293,87771,88891,56662,1178535
2021,Electrical,813057,306869,120834,54930,59097,1354787
2022,Civil,689142,340429,83553,85318,77418,1275860
2023,Mechanical,627603,385701,114117,91539,34709,1253669
2020,Electrical,670605,255704,142137,92897,54357,1215700
2019,Electrical,881767,382848,114890,79843,66348,1525696
2019,Electrical,644440,438327,88689,99108,49186,1319750
2023,Civil,889604,298281,108063,82574,63639,1442161
2022,Civil,814117,366972,137198,89751,49208,1457246
2022,Civil,813877,363532,81363,59857,77360,1395989
2023,Electrical,710373,412308,96691,73513,52479,1345364
2022,Electrical,867014,316780,82751,84898,57478,1408921
2019,Computer Science,618909,382405,87782,73593,42922,1205611
2019,Computer Science,871261,450277,92540,72683,57079,1543840
2020,Civil,849975,464192,125991,86508,60766,1587432
2023,Civil,693926,432018,107609,68884,49787,1352224
2021,Mechanical,727463,494955,136655,55307,52537,1466917
2021,Civil,701536,305333,143177,62904,40383,1253333
2020,Computer Science,882272,408349,138396,89535,68318,1586870
2020,Computer Science,851981,431678,96877,67881,61895,1510312
2022,Computer Science,862584,383005,98405,79178,75542,1498714
2020,Electrical,780685,414586,128629,63582,33207,1420689
2020,Electrical,723491,488408,126233,85912,58234,1482278
2021,Civil,750619,339893,101471,92911,60568,1345462
2022,Mechanical,681662,473679,83302,92419,33097,1364159
2020,Mechanical,836128,312958,103511,58025,49022,1359644
2020,Mechanical,600005,387899,85022,99444,74046,1246416
2022,Electrical,834152,280844,123239,91614,64392,1394241
2023,Computer Science,869182,364501,139269,93944,45968,1512864
2022,Computer Science,868558,341200,138398,69188,41149,1458493
2021,Electrical,878626,250792,141895,57604,39717,1368634
2023,Mechanical,829901,420767,149890,89907,46642,1537107
2019,Mechanical,802945,333187,115284,98979,43640,1394035
2022,Civil,633948,292510,128640,77290,46837,1179225
2021,Civil,822873,420209,102453,90596,38990,1475121
2023,Mechanical,822322,363104,117976,56203,34170,1393775
2022,Electrical,620875,465682,93725,57871,54817,1292970
2020,Mechanical,875201,454482,123043,64662,35136,1552524
2022,Civil,632400,463284,144990,86782,31712,1359168
2019,Mechanical,668607,289632,126809,61445,58794,1205287
2022,Electrical,889647,417862,96705,61038,64770,1530022
2023,Computer Science,701096,333568,143131,95840,38151,1311786
2023,Electrical,646612,411957,142456,95822,78438,1375285
2022,Electrical,861538,315214,103089,53505,69022,1402368
2023,Civil,684335,457616,147238,91478,40473,1421140
2020,Electrical,693012,294870,141396,69069,45303,1243650
2022,Electrical,681748,298110,83877,64418,49495,1177648
2020,Civil,762491,359414,111818,66411,51625,1351759
2020,Civil,665195,386243,128555,83033,43761,1306787
2021,Computer Science,804767,390661,122368,59498,38918,1416212
2022,Mechanical,689846,268077,128180,97500,64599,1248202
2023,Electrical,702404,314874,129421,71459,31821,1249979
2020,Civil,861320,453318,106620,72203,64584,1558045
2021,Computer Science,671540,496797,140539,78030,78646,1465552
2022,Mechanical,769361,466844,97077,99962,79243,1512487
2022,Civil,611755,419299,92663,71060,66200,1260977
2019,Mechanical,852915,396009,127285,69774,48353,1494336
2019,Mechanical,684553,259754,131235,96917,78250,1250709
2020,Electrical,734962,275688,97619,83378,48768,1240415
2019,Electrical,856760,257048,149503,95248,66447,1425006
2020,Civil,617175,272568,137477,70930,59184,1157334
2023,Mechanical,825783,347583,107488,63493,79754,1424101
2020,Civil,755360,456091,101169,87795,46811,1447226
2019,Civil,646629,398617,110373,63638,56595,1275852
2023,Mechanical,716779,464021,112669,55724,56032,1405225
2019,Civil,778872,344449,135277,50202,70966,1379766
2020,Mechanical,768439,295217,135120,83169,69031,1350976
2021,Mechanical,682762,429194,146376,52027,47757,1358116
2022,Mechanical,760094,414818,134235,96723,71600,1477470
2019,Mechanical,800401,389781,114229,64807,41954,1411172
2020,Computer Science,657941,377873,95405,78426,59793,1269438
2023,Mechanical,786670,275358,95847,91849,67930,1317654
2019,Electrical,616040,364064,103547,50178,56806,1190635
2019,Electrical,669806,261023,86575,55817,53224,1126445
2022,Electrical,744358,345387,84843,84747,59236,1318571
2020,Mechanical,800211,409828,87739,57185,33811,1388774
2021,Electrical,712076,444247,94852,53984,60368,1365527
2023,Computer Science,655916,435353,131661,72049,66074,1361053
2020,Civil,748672,430361,89157,71405,62719,1402314
2023,Mechanical,865955,439169,98837,60236,38637,1502834
2019,Electrical,631276,457753,94819,71896,42133,1297877
2022,Computer Science,785217,336728,87404,85751,76986,1372086
2022,Civil,801750,428331,94674,64635,58871,1448261
2021,Computer Science,819854,399911,98697,58542,57571,1434575
2022,Electrical,822115,277410,140663,87050,71472,1398710
2019,Computer Science,786757,355696,103570,94378,78653,1419054
2021,Civil,743266,261447,108037,81342,31401,1225493
2020,Electrical,750434,367954,117982,94790,40004,1371164
2022,Civil,646281,336569,148524,57988,63313,1252675
2021,Computer Science,862120,487963,85156,82070,65301,1582610
2019,Mechanical,853693,456737,118280,81955,64777,1575442
2023,Mechanical,778908,345894,140706,62596,58008,1386112
2023,Mechanical,604595,263907,89971,73659,35901,1068033
2019,Mechanical,695930,271637,133140,60416,34085,1195208
2019,Civil,746474,419268,123408,69171,32215,1390536
2023,Mechanical,861745,403441,132022,82577,78809,1558594
2021,Civil,796355,476089,86487,95303,45763,1499997
2023,Electrical,773795,478289,100997,72736,32184,1458001
2019,Mechanical,782394,383661,126456,95271,40354,1428136
2022,Civil,777836,273560,139416,54808,64043,1309663
2020,Mechanical,822360,253034,124767,88656,39504,1328321
2022,Mechanical,881549,381241,108194,55737,33523,1460244
2022,Mechanical,658122,342449,113785,85126,38707,1238189
2019,Civil,830561,253239,138676,79652,51167,1353295
2023,Computer Science,832661,253415,88373,55390,63787,1293626
2021,Mechanical,728909,466560,110283,70600,55871,1432223
2022,Mechanical,865591,326944,135911,50406,53982,1432834
2023,Electrical,784215,384556,106414,82764,31049,1388998
2021,Computer Science,610662,303987,94378,99217,43381,1151625
2022,Civil,658282,268225,84700,82995,32340,1126542
2021,Electrical,890726,330459,144143,95937,72217,1533482
2023,Mechanical,667471,442176,143229,68568,78390,1399834
2020,Electrical,723513,270936,93901,60433,65753,1214536
2023,Electrical,773285,289612,102597,79377,42061,1286932
2019,Mechanical,707578,466018,113428,73184,35705,1395913
2021,Computer Science,683205,345533,115687,98481,54014,1296920
2020,Computer Science,834631,370877,109493,59121,63473,1437595
2021,Electrical,683805,352269,131224,78612,58147,1304057
2021,Mechanical,724698,289952,111852,72207,32484,1231193
2022,Civil,768902,308945,90932,60795,31745,1261319
2019,Electrical,610712,468471,144202,67564,52148,1343097
2021,Civil,726888,255380,113583,98603,46216,1240670
2023,Electrical,832398,431370,127278,91999,62547,1545592
2023,Electrical,796437,467318,109865,51101,71929,1496650
2022,Mechanical,687185,330821,92289,84867,76742,1271904
2019,Mechanical,612210,408332,115521,50513,52012,1238588
2019,Civil,636972,413951,86505,61324,30777,1229529
2023,Civil,836966,397215,124327,65491,39525,1463524
2020,Computer Science,896280,299744,145519,63693,73077,1478313
2022,Mechanical,878089,454021,98409,65923,73348,1569790
2022,Electrical,826273,412650,99517,84600,33114,1456154
2023,Electrical,603052,330262,124533,60872,75173,1193892
2023,Computer Science,889416,307331,110475,93058,65704,1465984
2020,Mechanical,827276,342551,95327,57137,50494,1372785
2020,Electrical,748388,313815,135344,61358,31345,1290250
2019,Computer Science,738312,496998,83671,55807,32041,1406829
2022,Computer Science,616375,321519,130756,98650,44330,1211630
2022,Electrical,625710,400250,124959,76503,43198,1270620
2023,Electrical,780967,342526,108080,64859,70272,1366704
2019,Civil,854624,456929,104544,97905,39747,1553749
2022,Mechanical,746246,441269,98733,72234,47073,1405555
2019,Civil,627597,359365,134211,61079,60286,1242538
2019,Computer Science,685687,286366,120696,80975,58028,1231752
2023,Electrical,718968,434027,128093,54343,56110,1391541
2019,Civil,640274,349830,127042,54628,53440,1225214
2020,Computer Science,803570,487285,133516,72568,62887,1559826
2020,Mechanical,648634,481345,117487,78106,68937,1394509
2021,Electrical,892185,291911,120849,58981,68600,1432526
2023,Civil,887514,333422,94550,84068,77417,1476971
2021,Mechanical,897391,303619,129699,84715,42246,1457670
2020,Civil,806994,425368,148897,52242,57428,1490929
2021,Computer Science,856480,272791,93707,98397,31613,1352988
2023,Mechanical,662982,258301,81924,86424,78343,1167974
2023,Civil,708534,376866,109018,99459,37623,1331500
2019,Mechanical,765546,481730,101031,84218,65801,1498326
2022,Computer Science,886788,353623,145164,90134,35659,1511368
2019,Mechanical,638493,479601,148237,52842,75023,1394196
2023,Civil,842217,362824,129573,66017,59653,1460284
2020,Computer Science,753612,416851,96719,63836,42080,1373098
2020,Electrical,897625,286894,89718,64186,41976,1380399
2019,Civil,826577,479989,80056,84432,73586,1544640
2023,Civil,677097,329618,95352,72757,45718,1220542
2020,Computer Science,884722,430322,127820,97188,39341,1579393
2023,Computer Science,783951,320994,148683,81116,77964,1412708
2020,Electrical,741668,291770,149073,86716,46296,1315523
2023,Civil,779022,272300,80721,70456,56285,1258784
2021,Computer Science,880831,368025,131969,53634,44134,1478593
2023,Electrical,722540,449307,120194,99366,75009,1466416
2023,Electrical,767061,410557,126556,85840,59337,1449351
2019,Computer Science,892327,370605,126775,70856,30455,1491018
2021,Civil,882902,290285,119883,52459,37643,1383172
2022,Mechanical,732154,447627,90911,86474,34620,1391786
2019,Mechanical,838013,367713,145795,81519,38867,1471907
2022,Electrical,696368,413543,100872,67590,55577,1333950
2020,Mechanical,645891,298671,124537,58601,58647,1186347
2022,Mechanical,646901,368216,96860,53469,78894,1244340
2023,Computer Science,671062,270270,110743,74791,55471,1182337
2022,Electrical,752635,469223,122559,87615,35099,1467131
2019,Civil,880118,369870,112205,50348,43887,1456428
2019,Electrical,753460,377897,97645,86419,73314,1388735
2022,Computer Science,680591,394770,130734,52878,78203,1337176
2019,Mechanical,852990,495526,110431,61857,57669,1578473
2019,Civil,880759,484954,140914,87517,30059,1624203
2022,Electrical,622838,322265,97882,94029,42673,1179687
2021,Mechanical,716249,420801,123346,70378,52695,1383469
2021,Electrical,678000,261171,92979,94072,35531,1161753
2020,Civil,744608,460555,124828,50002,32764,1412757
2019,Electrical,736772,310684,87228,75658,31794,1242136
2022,Electrical,769911,436237,118918,73267,40721,1439054
2019,Electrical,872392,299948,90920,95462,35686,1394408
2023,Mechanical,645291,284725,107785,64353,77443,1179597
2019,Civil,815963,269450,105178,51517,59467,1301575
2019,Civil,725612,394372,94052,92855,67755,1374646
2021,Mechanical,617177,375900,129383,69963,42888,1235311
2022,Mechanical,643815,334600,80327,63175,69348,1191265
2019,Mechanical,862170,385513,87038,80367,43533,1458621
2021,Computer Science,704997,361315,88048,67232,51916,1273508
2020,Electrical,660611,400404,94954,87804,33553,1277326
2021,Electrical,687242,270115,137541,99357,38144,1232399
2021,Civil,786175,349405,125471,76468,72042,1409561
2021,Electrical,642082,337404,148315,50520,75207,1253528
2019,Computer Science,747330,423069,93225,71497,55509,1390630
2019,Mechanical,703613,467223,93531,98473,35437,1398277
2020,Civil,695220,394687,89530,76927,54547,1310911
2023,Civil,615389,395804,139035,56258,62518,1269004
2023,Electrical,691860,406439,104791,84902,53830,1341822
2023,Civil,758757,360670,81649,65454,75045,1341575
2020,Mechanical,621797,292738,93472,87606,38749,1134362
2023,Civil,845939,492368,148398,70929,76553,1634187
2023,Mechanical,666332,382053,107134,74177,52349,1282045
2021,Computer Science,836655,443953,146453,50785,59289,1537135
2019,Computer Science,824997,439681,92444,58143,35915,1451180
2019,Mechanical,885840,468162,121121,74092,58695,1607910
2021,Electrical,602024,471927,118217,97818,39734,1329720
2021,Civil,737656,331666,102066,63635,44703,1279726
