Year,Department,Faculty_Count,Student_Count,Lab_Count,Building_Area,Tuition_Income,Total_Cost
2021,EEE,23,463,8,1400,3699879,5432010
2023,IT,35,589,7,683,4034543,5749485
2019,EEE,44,677,11,903,5841104,6734814
2023,ECE,36,609,9,537,3882597,6714284
2021,MECH,36,688,12,641,5622363,7410910
2023,IT,26,482,7,883,1705824,5309397
2021,MECH,26,605,12,1165,2818519,6584022
2021,MECH,22,371,9,1410,3963310,4696015
2022,CIVIL,21,518,8,533,1608492,4128757
2021,IT,23,472,7,978,4701885,4405478
2021,MECH,22,571,11,1254,1123263,5001970
2020,AIDS,34,767,11,938,2046853,7777087
2019,MECH,38,568,12,687,1965356,5478367
2022,AIDS,14,319,5,1358,2489283,4771356
2022,IT,47,877,11,1264,1900000,7469090
2022,ECE,42,802,12,1346,3144521,7490026
2020,EEE,30,446,9,1046,2778467,4514444
2021,IT,38,728,9,780,3620620,5935284
2019,EEE,29,464,9,1481,1028911,4695954
2023,EEE,39,609,11,1385,3338462,6761710
2021,IT,35,817,10,1145,1242051,6498520
2020,MECH,19,313,8,1075,3365817,4590575
2021,CSE,15,431,6,778,3543239,4227199
2021,MECH,38,738,12,843,1037539,6347193
2020,MECH,26,562,12,965,2870472,5488295
2022,ECE,25,524,8,805,4715242,5734247
2022,CIVIL,26,557,9,632,3536599,5030057
2019,CIVIL,29,533,9,669,2026151,4090335
2019,MECH,36,635,12,690,5197597,6655032
2022,AIDS,36,708,10,1169,1369945,7499704
2023,ECE,19,323,5,833,3902387,4043185
2021,EEE,37,570,11,1390,5151515,6887330
2023,CIVIL,21,394,7,814,5220076,4841762
2021,MECH,16,441,9,1419,4259355,5068961
2022,ECE,22,380,7,595,1891487,4770965
2019,CSE,26,573,8,1262,4479645,4708994
2019,AIDS,26,575,9,549,5695615,6216781
2023,IT,45,764,11,1388,2451028,7959390
2019,MECH,25,507,11,1100,5892777,5655065
2022,ECE,24,595,10,1368,3144079,6614059
2023,MECH,17,338,8,1345,3246475,4689766
2021,EEE,27,587,10,857,1654616,5743699
2019,AIDS,21,423,8,759,1368578,4918029
2020,CIVIL,32,582,10,1351,5994586,5437739
2019,CIVIL,18,479,7,1487,1609524,3710983
2021,CIVIL,21,396,7,656,4584947,3844757
2023,IT,22,490,7,525,4568677,5210569
2021,ECE,14,373,7,873,3864546,4330814
2020,AIDS,34,746,12,1349,5141357,7486705
2022,AIDS,38,796,12,1348,4719806,9229490
2019,CIVIL,49,860,12,1298,3828162,6724665
2023,CIVIL,34,783,11,633,5921084,6813255
2022,EEE,20,415,8,1211,5110703,5138421
2021,CSE,51,834,11,833,2227552,6771548
2023,CSE,22,397,6,795,3600142,4383398
2022,MECH,40,627,12,1420,4488829,7785734
2023,MECH,27,706,12,864,3943294,6855097
2020,AIDS,37,612,9,808,3982438,6892045
2020,AIDS,31,447,8,702,2957947,5046708
2019,IT,36,641,8,904,3102376,4929042
2019,IT,38,794,10,958,1177390,5456137
2020,CSE,17,322,4,786,2873357,3294022
2023,MECH,25,404,9,1408,4469438,5164133
2020,CSE,52,878,11,818,2582299,7484535
2019,CSE,55,857,11,1415,3201547,6815431
2020,MECH,53,892,12,943,3857606,8020333
2020,ECE,35,521,9,759,2772973,5206287
2023,IT,20,314,5,1439,4726414,3995034
2022,EEE,21,377,8,1249,5077429,5387969
2019,EEE,42,621,11,1027,4182656,5643302
2023,EEE,21,540,9,1196,1430035,5975044
2020,MECH,13,317,7,1257,3672822,4430942
2020,CIVIL,37,753,11,1512,2243970,5983401
2022,CIVIL,32,742,12,920,1989237,6391674
2019,CIVIL,31,576,10,1127,1865500,4606640
2019,AIDS,32,723,10,1315,1264427,6153908
2021,IT,34,775,9,759,4052408,6210193
2019,IT,18,326,5,1305,5670051,3729557
2022,ECE,40,813,12,883,5520894,8444445
2021,ECE,36,763,11,1300,5553707,7378199
2021,AIDS,40,662,12,632,5174950,7416984
2020,CSE,29,682,9,1363,1517555,5673947
2020,ECE,35,824,12,956,4185333,7161002
2019,EEE,30,681,12,1284,2357220,6065564
2021,CIVIL,26,483,8,1013,1139787,4741596
2020,EEE,24,493,9,1091,5388282,5631443
2022,CIVIL,37,761,12,947,4509753,6597008
2020,EEE,14,355,7,689,4226003,3436848
2020,CSE,23,529,7,971,4823958,4649128
2021,EEE,41,788,12,1274,5879135,7690915
2021,EEE,18,327,6,623,4812678,3817062
2023,MECH,42,882,12,548,5475093,8695654
2022,EEE,22,483,8,1486,4106347,5448515
2021,MECH,33,724,12,663,4957057,7288245
2019,IT,28,674,9,1041,1539725,5343905
2022,AIDS,17,340,7,779,2354511,4086234
2022,EEE,37,783,12,1379,3989123,7626220
2021,IT,30,559,8,895,4074980,5882699
2022,ECE,44,740,12,1394,1806573,7607078
2021,ECE,18,383,6,609,4798696,4765664
2020,MECH,17,345,8,578,5169604,3898361
2023,EEE,41,739,12,1219,5972993,8125741
2020,EEE,44,818,12,1350,5302689,7170762
2021,CSE,51,737,10,1137,2850979,7304912
2021,IT,20,435,6,1313,5323380,5201345
2020,CIVIL,30,482,8,917,3729803,4348057
2019,CIVIL,17,471,8,855,3009555,3881242
2019,CSE,37,889,10,1369,4701375,6808956
2019,MECH,48,838,12,883,4965340,7648789
2021,CIVIL,22,419,8,1337,4831300,4083825
2022,CIVIL,36,580,9,1300,1766466,5698841
2021,ECE,41,607,11,1129,2874333,6395960
2022,ECE,32,576,9,1060,1186504,5775717
2020,AIDS,56,829,12,807,5402944,8163508
2023,IT,25,594,8,933,4927279,5906528
2022,MECH,25,352,9,687,2379138,5020190
2019,EEE,37,731,12,1169,1437919,6008246
2021,IT,14,351,5,620,2542615,3924917
2020,MECH,14,371,8,744,4929548,4591909
2019,CIVIL,21,327,7,1443,1413725,3707551
2020,AIDS,41,768,12,609,4212028,7583342
2023,IT,48,846,11,776,2462311,7870269
2021,CIVIL,28,700,12,620,2767610,5914334
2021,MECH,23,500,10,753,2648958,5463753
2023,IT,49,765,11,938,1715483,7908951
2021,EEE,42,894,12,852,2206595,7709179
2022,IT,38,859,10,540,3242438,6872298
2020,CIVIL,41,678,12,1386,2713910,5657252
2019,IT,23,476,7,779,3725425,4805979
2023,EEE,18,351,6,1492,3827422,4181432
2022,AIDS,22,378,7,646,1823332,4965119
2019,AIDS,39,684,10,979,5456986,7170774
2019,CIVIL,36,875,12,971,4279103,5895976
2023,MECH,14,307,8,889,2235221,4240192
2022,CIVIL,36,513,9,1103,3605304,5454717
2019,AIDS,23,324,7,882,4928756,4016943
2019,CSE,35,749,10,952,4204112,5652736
2022,CSE,44,756,11,1370,5769135,8027563
2021,IT,38,760,9,936,2541431,6053711
2019,EEE,20,497,9,665,3525395,4908465
2020,ECE,25,393,7,842,5356844,4737846
2022,ECE,41,736,11,1045,4593630,8057712
2019,ECE,52,826,12,1097,4482099,7705914
2023,IT,30,677,8,1473,5424490,6721896
2020,CSE,60,886,12,649,2662132,7066503
2019,AIDS,18,403,7,1275,2072516,3837337
2020,IT,17,338,4,1227,4441850,3407934
2020,ECE,35,757,11,1015,3395809,6762726
2021,ECE,31,663,11,1034,4221442,6567518
2020,CIVIL,22,434,8,648,2263059,4272809
2021,ECE,31,673,11,1478,2981896,6839455
2022,EEE,28,531,9,645,1933124,5460571
2021,ECE,19,338,6,1273,4430716,3779057
2023,CIVIL,18,346,6,1318,5246504,4924208
2019,ECE,16,335,6,913,5838199,4062461
2022,EEE,22,394,8,1277,2618850,4771988
2022,AIDS,28,660,11,606,2231734,6330318
2023,IT,45,824,11,1400,3393881,7548008
2021,EEE,20,445,9,749,4144586,5283481
2019,CIVIL,28,667,10,1262,3427709,4965662
2021,IT,20,364,6,671,4767759,4560655
2020,IT,24,527,7,835,2822638,4421041
2021,CIVIL,37,819,12,1176,2293893,6577470
2022,CSE,46,854,12,734,2711545,7071194
2019,ECE,23,480,8,1449,5575731,4883126
2021,EEE,34,800,12,1135,1271881,6619467
2019,CIVIL,53,896,12,748,2945867,7082199
2019,AIDS,20,454,9,1090,1303046,4545521
2020,MECH,39,834,12,1249,2316326,6978106
2020,CIVIL,40,734,12,1100,1575063,5607844
2022,ECE,14,398,7,686,1388145,3992242
2023,ECE,40,671,11,593,5894350,8029353
2019,IT,42,862,12,871,2170490,6204837
2023,IT,25,661,9,1183,1443090,5509335
2022,CIVIL,17,411,7,1375,1216819,3612765
2019,MECH,31,752,12,1195,5521710,7087945
2019,CIVIL,26,468,9,1334,4363005,4759699
2023,MECH,35,883,12,1418,3643505,8671929
2021,MECH,21,438,10,669,3834229,5706239
2020,ECE,23,530,9,937,5703200,5316390
2021,ECE,32,538,9,913,5579483,5877841
2023,ECE,23,552,9,542,4024743,6272033
2020,AIDS,40,735,12,635,4937842,7945081
2021,ECE,45,860,12,1244,2349449,7890533
2020,EEE,29,721,12,1029,4004032,6726626
2019,IT,39,602,8,896,1125300,4918808
2021,IT,14,371,5,1246,5513846,3917116
2020,MECH,22,562,12,935,4629011,6104080
2020,IT,26,521,7,985,3141000,4667055
2020,CSE,19,376,5,1066,2552975,3742899
2021,MECH,19,361,8,673,3955175,4253120
2022,IT,32,770,9,904,1330349,6570328
2021,CSE,26,456,7,841,5245820,5050922
2023,AIDS,27,424,8,1030,3112675,6297149
2021,IT,26,460,6,1258,5181606,4725786
2020,CSE,39,840,10,1306,1121456,6512828
2019,CIVIL,44,890,12,1270,4410071,6990744
2021,EEE,51,834,12,987,5695375,7786361
2021,CIVIL,29,405,7,1211,1246669,3671179
2020,CSE,17,430,5,1032,4643130,4287450
2019,MECH,28,656,12,565,2264481,5717690
2019,ECE,15,301,5,1072,1269258,3479340
2023,ECE,25,532,9,1331,3847843,6143403
2021,ECE,42,668,11,534,2918071,6401537
2019,MECH,36,550,11,529,4382656,6156481
2019,IT,22,407,6,1472,1782638,3971966
2022,ECE,27,575,9,1367,3584358,6546955
2022,CIVIL,20,479,8,1371,2413519,4486039
2019,MECH,23,592,12,967,1602265,4859100
2023,MECH,37,883,12,839,4138550,8666796
2019,ECE,32,474,8,1335,3258413,5141602
2020,CIVIL,21,422,8,940,5194485,3897673
2021,AIDS,31,526,10,1504,4813900,6826934
2023,MECH,43,743,12,573,5234522,8828439
2020,ECE,33,727,11,665,5745225,7364409
2023,EEE,23,382,8,1278,4943099,5436318
2020,CSE,15,364,5,946,4124754,3935354
2021,IT,27,580,8,1395,1986726,5569187
2021,MECH,45,690,12,571,1357678,6698068
2022,EEE,45,727,12,1242,2305039,7348780
2020,EEE,20,406,8,1081,5902064,4880020
2022,MECH,56,847,12,1174,4253424,8673010
2020,AIDS,27,561,11,1467,3257776,5693004
2022,CSE,17,458,6,1402,3822460,4535759
2021,IT,35,564,7,1261,5708110,5507164
2023,MECH,38,767,12,808,5056572,8439289
2022,IT,23,501,7,691,5148795,5410838
2020,CIVIL,23,454,8,1389,4281450,4769945
2020,EEE,13,312,6,1112,2459425,3042711
2021,EEE,22,596,10,589,4509159,5864890
2020,MECH,54,797,12,1476,4926996,7647766
2019,MECH,52,896,12,1171,5975678,8604157
2023,CIVIL,22,544,9,615,2740813,4910824
2022,AIDS,37,599,9,772,5110363,7200239
2023,MECH,33,661,12,1119,5910699,7305280
2021,EEE,39,653,11,735,1712481,6752196
2022,IT,54,820,11,1506,4101144,7937571
2022,CSE,42,685,10,997,2537547,6446971
2019,ECE,24,611,9,1213,4109308,5194947
2021,IT,39,713,9,642,4079235,6236664
2020,AIDS,31,577,9,830,5842270,6380181
2019,CSE,43,892,11,1224,4511003,6411400
2019,IT,27,655,9,1021,3986955,5711824
2023,IT,40,824,10,536,3697262,7018607
2023,CIVIL,18,315,5,1316,1917397,3488260
2023,ECE,23,344,7,1258,3086935,5644534
2019,AIDS,29,620,11,747,2321790,5836434
2020,EEE,27,625,10,1109,5091323,5821105
2022,CIVIL,21,447,9,1114,4594642,4521057
2023,CSE,25,654,9,1066,5318231,6002825
2020,ECE,25,535,9,1386,5628222,5205803
2021,EEE,28,404,8,857,5503187,5017004
2023,CIVIL,32,773,11,968,3930291,6375326
2022,ECE,37,695,11,1099,4075681,7610779
2021,AIDS,33,745,12,1498,1546030,7095384
2021,MECH,33,519,10,1386,4965210,6690813
2022,MECH,31,741,12,1023,5435520,6977547
2023,CSE,16,327,4,1132,2557878,3700458
2019,MECH,41,774,12,938,3362029,6604854
2022,CIVIL,37,604,10,701,3764522,5311655
2022,CSE,40,704,10,1457,2215654,6812669
2022,EEE,45,812,12,641,4567597,7835425
2021,AIDS,32,801,11,521,3383669,7533744
2020,CSE,28,647,8,970,3425619,4903357
2019,EEE,24,539,9,1401,3354328,5394349
2023,CSE,50,869,11,1071,5087850,8571160
2023,IT,34,636,9,1082,2618120,6415561
2020,IT,22,325,6,1444,1720603,3982608
2022,CSE,41,708,10,1035,4561112,7243614
2019,ECE,19,376,6,595,4985633,3985171
2023,MECH,28,516,11,1355,3183800,6901917
2023,IT,41,627,10,623,4048782,7033061
2022,ECE,15,322,6,1056,3712756,4436694
2020,ECE,26,609,10,908,2682964,5394403
2019,AIDS,45,898,12,1488,1338865,8422848
2020,EEE,27,566,10,1189,3533569,5740493
2020,CIVIL,27,714,11,524,4764139,5733838
2019,IT,33,566,8,1132,2200557,4940597
2019,CSE,35,632,9,1009,1413183,5561556
2023,MECH,36,749,12,530,5857562,7815737
2023,CIVIL,37,864,12,550,1705862,7272260
2019,EEE,34,546,10,1255,1697264,4664048
2021,ECE,17,335,6,995,2036048,3687075
2023,EEE,35,700,12,701,3752460,6936495
2021,IT,13,327,4,1241,5351775,4011304
2019,EEE,25,519,9,1080,1814906,4519697
2023,EEE,46,705,12,971,5582815,7803291
2020,MECH,31,570,11,561,4616878,6240846
2019,ECE,39,810,12,787,4199187,7035300
2022,MECH,28,585,12,975,2160874,6732503
2021,MECH,33,753,12,557,4122002,6671015
2019,CSE,32,616,9,1050,1805741,5377575
2019,EEE,42,889,12,1085,4318755,7464540
2023,EEE,33,596,11,632,1891450,6236695
2023,EEE,28,637,11,1137,1163082,6535510
2023,AIDS,38,606,10,827,2456079,6759642
2022,MECH,42,727,12,629,2857398,7086729
2023,CIVIL,31,650,11,1133,2290905,5818044
2019,IT,31,810,10,1508,3367837,5870499
2023,ECE,45,824,12,970,1043937,7888132
2020,CIVIL,50,791,12,1202,5901544,7316135
2023,ECE,55,893,12,1141,3923733,9890351
2022,CSE,15,308,4,1117,3543866,4161954
2020,CSE,44,796,11,1035,3061854,6484185
2019,ECE,52,859,12,1476,4082558,7680920
2019,EEE,40,860,12,1502,3700470,6525525
2021,CIVIL,38,739,11,1161,3399092,5911758
2020,EEE,52,851,12,1279,2036067,7362498
2021,AIDS,17,407,7,844,5388135,4899977
2020,CSE,24,544,7,750,2780758,4650809
2020,CSE,37,554,8,1244,4807129,5361145
2022,CIVIL,19,332,6,891,3182673,4368839
2021,CSE,18,322,4,650,5591694,4042287
2022,AIDS,56,865,12,894,1651809,9794916
2020,AIDS,16,348,7,510,2111509,3639696
2019,AIDS,33,761,12,1308,4179419,7382686
2020,IT,50,889,12,1363,2429808,7073748
2022,AIDS,29,635,10,840,4407295,6914774
2021,AIDS,45,657,11,709,2051879,7156724
2021,IT,24,421,6,896,2357373,4326144
2022,EEE,28,743,11,1154,5466338,7136500
2021,MECH,30,658,12,773,2009484,6232634
2023,CSE,30,645,8,1115,4383226,6100860
2019,AIDS,26,492,9,1346,4293276,5894460
2019,CSE,44,715,10,1285,1490773,5818670
2019,CIVIL,37,676,11,1447,4406396,5164529
2021,CSE,36,762,10,609,1662735,6113814
2021,ECE,21,445,8,765,5726429,4800963
2020,EEE,34,777,12,651,2858116,6574075
2020,IT,35,707,9,1038,5998587,5916673
2019,CSE,25,585,8,1491,1044777,4428528
2023,CSE,21,410,6,1217,2395338,4927332
2020,CSE,13,349,5,1004,5686299,3511617
2020,MECH,18,313,7,683,4929934,4295039
2021,MECH,26,433,10,620,2022829,5109637
2023,CIVIL,50,887,12,781,5095335,7848328
2019,IT,45,895,12,931,3598450,7324116
2020,CSE,27,642,8,881,1157422,5385725
2023,CSE,30,585,8,1447,2256466,6242762
2023,CSE,39,613,8,1102,3874033,6538900
2019,CSE,34,596,8,889,1675714,4958986
2023,MECH,39,868,12,1285,2273986,8953796
2023,EEE,21,463,9,1094,2823462,5352470
2023,EEE,39,796,12,898,5374911,8448478
2020,CIVIL,17,315,5,1178,4493744,3796880
2019,ECE,27,643,10,1023,2622958,6048163
2023,AIDS,15,377,6,1219,3049296,5239589
2023,IT,28,645,9,1393,4267290,6636959
2020,EEE,16,371,7,1326,1747111,3624097
2019,ECE,23,569,9,887,3855212,5700393
2021,CSE,41,586,9,1056,4270767,6194768
2020,EEE,14,365,7,579,3186388,3917269
2019,CIVIL,22,367,7,1480,5761980,3578527
2023,AIDS,26,492,8,1013,4814582,6730364
2019,EEE,16,354,6,858,5757840,3804993
2019,CIVIL,41,678,12,1318,4311562,5930494
2019,MECH,25,467,10,1218,1343853,5090695
2021,AIDS,32,708,11,838,4523883,7609037
2019,CIVIL,36,807,12,903,2252952,5818991
2021,ECE,48,836,12,1344,1995549,7639454
2023,EEE,19,401,7,747,3229235,5060304
2021,MECH,43,721,12,1490,3325912,7589986
2023,ECE,36,777,12,589,4621552,7821892
2023,CIVIL,19,419,7,538,4469429,4150820
2021,CIVIL,30,590,10,990,1979117,5295461
2020,ECE,38,787,11,529,3876634,7321962
2022,EEE,26,460,9,1225,3198903,5266931
2019,AIDS,24,377,7,822,1810713,4235754
2022,MECH,21,337,8,574,3193726,4495858
2019,CSE,47,693,10,1153,5086871,5905715
2019,IT,46,740,10,1052,5349835,6288753
2023,AIDS,39,839,12,1436,1588877,9140668
2019,MECH,32,761,12,1210,1483768,6175295
2019,ECE,31,593,9,1160,3778312,5959867
2021,CIVIL,43,699,12,804,2603135,6363480
2022,ECE,18,391,6,1125,5035587,4362344
2021,MECH,13,305,7,1480,3765788,3883510
2019,ECE,29,570,10,534,5864492,5830111
2023,ECE,37,858,12,932,4151877,9038680
2021,IT,23,398,6,1358,4985941,4004531
2021,EEE,39,825,12,1478,4046032,7745903
2020,IT,26,493,7,1215,5107194,4386342
2019,CSE,23,456,7,1189,2513244,4520807
2023,CSE,25,414,6,543,4992720,5024891
2021,IT,30,695,9,614,2641759,6090638
2021,AIDS,35,821,11,1062,5271974,8582820
2023,AIDS,25,513,9,1398,3338016,7001800
2019,ECE,42,832,12,555,5496820,7359247
2020,ECE,19,314,6,716,3789294,3860514
2021,CIVIL,27,718,12,1256,1096628,5259842
2020,CSE,29,667,8,1304,5293260,6156612
2022,CIVIL,20,512,9,1101,5717050,5170133
2019,CSE,15,304,5,1255,4277782,3720190
2022,IT,23,530,7,682,2147455,4383613
2022,AIDS,18,500,8,1347,1598348,5848306
2022,ECE,34,701,11,955,3691283,7663728
2019,AIDS,20,448,8,567,5921953,5182471
2019,IT,53,883,12,927,2014940,6734391
2023,CIVIL,40,791,12,1049,1433724,7102404
2020,CIVIL,23,525,9,875,3922378,4995905
2020,MECH,42,885,12,884,3065708,7970373
2023,ECE,31,468,8,852,3648678,5369632
2023,ECE,21,451,9,1258,5764678,6069642
2022,ECE,25,523,9,805,5130650,5789080
2023,CSE,39,803,10,856,5221943,7903846
2021,CIVIL,47,849,12,1122,1472518,6502610
2020,IT,12,343,5,1262,2246337,3297968
2023,CIVIL,52,803,12,1038,1642346,7159482
2021,AIDS,30,540,10,1139,2761376,6762778
2021,CSE,41,650,10,777,1213268,6293301
2021,ECE,13,322,5,1029,4105099,3538966
2021,EEE,49,897,12,1183,2419468,8055513
2022,MECH,22,342,9,544,4755138,4342062
2021,CSE,43,765,11,646,4948850,6894065
2022,AIDS,20,339,7,888,4545607,4458009
2022,ECE,24,602,9,736,3603885,6753797
2021,AIDS,21,474,9,651,1792621,5369947
2020,AIDS,45,831,12,947,4559617,8852586
2021,ECE,42,760,12,903,4063663,7413224
2021,AIDS,21,492,9,563,2674809,6117645
2021,IT,23,543,8,534,1957608,4830222
2020,MECH,26,579,11,906,1343161,5485411
2019,EEE,13,335,6,1139,4010808,3446368
2019,AIDS,49,856,12,635,3013390,8070148
2022,AIDS,56,839,12,1189,1604398,9780407
2022,CIVIL,21,453,9,1491,3192552,4667864
2020,MECH,22,322,9,1091,4413039,4369122
2023,CSE,19,390,5,692,3903109,5063330
2019,MECH,32,689,12,1461,3999668,6376528
2022,MECH,36,658,12,704,5285206,7451237
2019,ECE,49,849,12,1455,1498317,6868774
2020,ECE,34,527,9,1242,5421948,5661732
2020,ECE,27,501,9,996,2808834,5673530
2023,EEE,30,649,10,1145,2816471,6456537
2023,MECH,17,337,8,1227,1528052,4674594
2020,EEE,50,799,12,899,4047880,6814951
2022,AIDS,18,342,7,1318,5156593,4656624
2019,ECE,39,816,12,862,5363051,6947562
2021,AIDS,24,367,7,979,2774440,5443179
2023,ECE,19,422,6,1183,2139037,4482250
2021,IT,30,635,9,1292,3583172,5687523
2022,EEE,28,452,9,1460,2462723,4821979
2023,EEE,26,461,9,511,3691059,5087970
2021,CSE,27,513,8,559,3094459,4577961
2022,CIVIL,31,675,10,1438,4817580,6365506
2019,MECH,38,742,12,1390,1712263,6409978
2022,CSE,35,722,10,1018,4474639,7127637
2023,EEE,37,837,12,1500,2933888,7760643
2020,CSE,32,529,7,721,2507568,4999628
2019,IT,22,358,6,1479,2452622,3658059
2021,CIVIL,18,395,7,1035,3579854,4333125
2023,EEE,24,561,10,1190,2890881,6251452
2020,EEE,34,653,12,795,2833284,6114367
2022,MECH,25,611,12,890,2818994,6352145
2020,ECE,27,435,8,834,1447974,4943979
2023,CIVIL,48,772,12,813,4534943,7233217
2023,IT,47,729,10,1211,1829340,7404452
2020,AIDS,51,836,12,654,3662364,7876206
2022,CSE,21,445,7,633,2598935,5028702
2020,MECH,44,823,12,1450,3583417,7494346
2023,EEE,23,386,8,899,3566174,5411978
2023,AIDS,23,408,8,909,2067415,5334151
2021,IT,44,722,10,994,5607350,6915347
2021,CIVIL,33,644,9,913,1435581,5338220
2019,CSE,24,565,7,1080,1627403,4557877
2023,MECH,51,885,12,879,3956947,9588096
2021,EEE,41,793,12,581,5835971,7368413
2020,EEE,29,632,11,940,2813177,5601839
2022,AIDS,35,712,10,1365,3465406,7444438
2020,AIDS,22,490,9,1223,1592747,5398238
2022,CSE,28,441,6,1029,1738088,5035545
2021,CIVIL,14,372,7,938,5300084,4306304
2019,IT,24,466,7,1443,3568790,4033012
2020,ECE,21,467,8,613,4732422,4792374
2020,CIVIL,46,865,12,606,5291192,6719191
2020,CIVIL,25,558,10,1111,1497483,4907090
2022,CIVIL,34,738,12,1370,4690630,6653849
2021,ECE,25,410,8,513,5550854,5458101
2020,CSE,48,830,11,674,1827314,6640688
2020,ECE,27,589,10,890,1951878,5394554
2019,CSE,45,861,12,847,5406380,7011241
2019,ECE,41,809,12,618,4401148,7338844
2021,IT,22,474,7,731,4820317,4300364
2021,CIVIL,26,601,9,913,1521361,4883385
2023,CSE,28,484,7,1192,2484678,5723314
2019,ECE,34,638,10,1057,1931379,5583115
2023,IT,40,809,11,1024,5819323,7673429
2022,ECE,37,609,9,1204,4760292,6836467
2023,EEE,38,806,12,699,3701126,8292420
2020,IT,35,645,8,1427,2713637,5885235
2023,CIVIL,27,380,8,593,5972508,4772376
2021,MECH,40,673,12,1094,4850209,7674071
2022,CIVIL,21,455,9,888,3907700,5192214
2020,MECH,40,731,12,1052,4413758,6945273
2023,IT,35,799,10,928,2586536,6892108
2022,EEE,31,446,8,1428,4160236,5029752
2022,EEE,38,780,12,1033,1356348,6659421
2020,CSE,33,734,9,1282,4351728,5835663
2023,EEE,39,818,12,1210,5363312,8166740
2022,AIDS,20,368,8,801,3012270,5234853
2022,IT,33,485,7,769,1265425,4546087
2019,CSE,20,503,7,893,5437751,4704846
2022,EEE,57,853,12,1342,4798702,9206382
2019,IT,15,312,4,809,2516138,3137097
2023,CIVIL,26,573,9,827,2938266,5727017
2023,EEE,38,597,10,1257,4765402,7206728
2023,ECE,21,350,7,1300,4638934,4761370
2021,MECH,50,799,12,1234,5635179,7756103
2023,IT,35,668,8,590,4096215,6932942
2022,CSE,39,656,9,1192,4079622,6070731
2020,CIVIL,18,302,5,1359,2441083,3662748
2019,AIDS,33,553,9,889,3780980,6431375
2021,CIVIL,37,774,12,976,2503446,6132405
2023,EEE,40,805,12,571,3986127,8112281
2023,MECH,32,555,12,1317,2810785,7301208
2020,CIVIL,24,449,8,589,3244888,4570724
2020,AIDS,41,787,12,1511,1800065,7927325
2021,ECE,30,578,10,1190,4452209,6100459
2019,CSE,16,358,5,682,3113357,3180426
2023,IT,36,745,10,1307,3444766,7018249
2021,MECH,17,412,9,1437,1051111,4622127
2022,AIDS,46,868,12,900,1070719,8454044
2022,EEE,40,788,12,664,4755803,7014735
2021,EEE,40,706,12,1281,5346120,7493389
2023,EEE,39,666,11,793,5589573,7254090
2021,MECH,16,359,8,851,2948002,4116487
2023,CIVIL,35,628,10,1302,2570763,6014931
2020,MECH,43,768,12,1306,4210465,7524635
2021,EEE,47,866,12,926,2192109,7735070
2023,ECE,15,362,6,1224,2944510,5062122
2021,AIDS,30,483,9,1483,3343098,5600675
2021,IT,38,610,9,1433,3905150,5770575
2023,IT,56,837,11,1516,5501454,8826183
2023,MECH,29,476,11,538,2665916,5838748
2019,EEE,39,874,12,1247,3460245,7227140
2021,CSE,36,728,9,936,3734289,5852884
2022,ECE,14,372,6,1488,1570352,4831049
2021,MECH,25,466,10,739,1312512,4601757
2021,EEE,24,524,9,869,2407725,5345905
2023,CIVIL,43,876,12,679,5555957,7663375
2021,IT,57,880,11,1246,3965731,7477613
2021,IT,17,308,4,733,2465487,3246253
2022,ECE,26,535,9,1355,3469523,5952646
2023,IT,18,327,4,726,3235182,4392467
2021,CSE,14,326,4,1251,2706208,3522322
2020,EEE,37,849,12,589,3550662,6503835
2019,EEE,20,495,9,908,1198823,3983516
2022,ECE,29,502,8,604,3852973,6316307
2021,EEE,23,384,8,1447,5015876,4642616
2020,ECE,22,329,7,980,2723564,3625080
2021,EEE,48,765,12,610,4932456,7197913
2021,CSE,17,398,5,1413,2279879,4198801
2023,AIDS,20,489,8,1264,5995314,6601437
2023,MECH,11,311,7,1390,2296592,4880633
2023,MECH,18,329,8,1310,5601074,4908499
2020,EEE,15,337,7,1281,3071805,3914383
2021,CIVIL,42,871,12,641,5752817,6913796
2019,IT,27,593,7,1311,4804634,5476432
2022,CSE,28,659,9,1012,3668062,5760472
2023,CIVIL,21,479,9,1288,3202817,4603429
2023,CIVIL,16,411,7,1451,2993783,4166428
2021,EEE,41,743,12,1135,5581636,7682846
2021,CSE,16,320,4,1365,3756176,3523897
2020,MECH,17,444,9,1472,5356475,4828788
2020,IT,33,798,9,563,4644902,6482158
2023,MECH,17,445,9,1321,2654879,5525991
2021,CIVIL,32,740,11,609,1959823,6312256
2019,IT,45,720,10,991,1645888,5484564
2022,AIDS,38,615,10,544,4622216,7086117
2021,CIVIL,25,465,8,626,5128239,4288057
2021,MECH,21,502,11,1153,5051772,5329442
2020,MECH,34,795,12,766,5478589,7515830
2022,EEE,35,767,12,818,2831837,7376651
2023,MECH,28,684,12,635,3995982,7010189
2021,CSE,28,613,9,729,3517611,6048667
2023,CIVIL,36,554,9,563,3160899,5176652
2021,ECE,18,322,6,631,2524542,3542848
2023,ECE,33,638,10,671,5149797,7315873
2022,IT,39,792,10,1186,5259502,7602344
2020,MECH,37,810,12,1311,2274887,6963900
2022,EEE,46,665,12,1113,1832050,7467939
2019,EEE,42,671,12,689,2415540,5905755
2020,MECH,54,898,12,809,1315247,7298831
2022,CSE,25,518,7,1454,3103645,4519996
2019,EEE,38,774,12,674,1360182,6357118
2021,ECE,46,722,12,1005,4374671,7344306
